Title,Year,Author,Publication,Cited,URL
"Konflik agraria dan pelepasan tanah ulayat (Studi kasus pada masyarakat suku melayu di Kesatuan Pemangkuan Hutan Dharmasraya, Sumatera Barat)",2016,"Authors : A Mutolib, Y Yonariza, M Mahdi, RH Ismono","e-Jurnal Penelitian Sosial dan Ekonomi Kehutanan 12 (3), 213-225, 2016",33 cited,"https://scholar.google.com/scholar?q=+intitle:'Konflik agraria dan pelepasan tanah ulayat (Studi kasus pada masyarakat suku melayu di Kesatuan Pemangkuan Hutan Dharmasraya, Sumatera Barat)'"
"Haki Artikel: Model Pembelajaran ALQURUN (Acknowledge, Literature, Quest, Unite, Refine, Use, Name)",2016,Authors : S Sutiarso,"IAIN Raden Intan Lampung, 2016",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Haki Artikel: Model Pembelajaran ALQURUN (Acknowledge, Literature, Quest, Unite, Refine, Use, Name)'"
Penggunaan Media Scaffolding pada Pembelajaran Geometri dan Pengaruhnya terhadap Aktivitas Belajar Siswa,2016,"Authors : S Sutiarso, M Coesamin, N Nurhanurawati","Fakultas MIPA dan Ilmu Pengetahuan Alam Universitas Lampung, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Penggunaan Media Scaffolding pada Pembelajaran Geometri dan Pengaruhnya terhadap Aktivitas Belajar Siswa'
"PENGEMBANGAN MEDIA SCAFFOLDING UNTUK MENINGKATKAN KEMAMPUAN PEMECAHAN MASALAH DAN DISPOSISI MATEMATIS SISWA PADA MODEL PEMBELAJARAN SEARCH, SOLVE, CREATE AND SHARE",2016,Authors : N Rachmawati,"Universitas Lampung, 2016",1 cited,"https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN MEDIA SCAFFOLDING UNTUK MENINGKATKAN KEMAMPUAN PEMECAHAN MASALAH DAN DISPOSISI MATEMATIS SISWA PADA MODEL PEMBELAJARAN SEARCH, SOLVE, CREATE AND SHARE'"
Study of polarizabilities for a PEMC sphere in chiral metamaterial,2016,"Authors : T Zahra, A Salam, ADU Jafri, QA Naqvi","Optik 127 (4), 1827-1832, 2016",9 cited,https://scholar.google.com/scholar?q=+intitle:'Study of polarizabilities for a PEMC sphere in chiral metamaterial'
Pengaruh Gaya Kepemimpinan Dan Motivasi Kerja Terhadap Kinerja Pegawai Kementrian Pu Wilayah I Provinsi Lampung,2016,Authors : W Sitorus,UNIVERSITAS LAMPUNG,2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Gaya Kepemimpinan Dan Motivasi Kerja Terhadap Kinerja Pegawai Kementrian Pu Wilayah I Provinsi Lampung'
PENGARUH KECERDASAN EMOSIONAL DAN NARSISME TERHADAP KINERJA KARYAWAN PADA PT RAMAYANA LESTARI SENTOSA TBK CABANG RAJABASA,2016,Authors : CD Vianti,FAKULTAS EKONOMI DAN BISNIS,1 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH KECERDASAN EMOSIONAL DAN NARSISME TERHADAP KINERJA KARYAWAN PADA PT RAMAYANA LESTARI SENTOSA TBK CABANG RAJABASA'
Strategi Pengembangan SDM dan Lingkungan Kerja serta dampaknya pada Kinerja Karyawan PDAM Way Rilau Bandar Lampung.,2016,Authors : N Mardiana,"Proceedings Forum Management Indonesia 8 8 (038), 147-167",0 cited,https://scholar.google.com/scholar?q=+intitle:'Strategi Pengembangan SDM dan Lingkungan Kerja serta dampaknya pada Kinerja Karyawan PDAM Way Rilau Bandar Lampung.'
Evaluasi Kesesuaian Lahan Kualitatif dan Kuantitatif Pertanaman Jagung (Zea mays L.) di Laboratorium Lapang Terpadu Fakultas Pertanian Universitas Lampung,2016,"Authors : T Fitrian, T Syam, KF Hidayat","Jurnal Agrotek Tropika 4 (1), 93-98, 2016",1 cited,https://scholar.google.com/scholar?q=+intitle:'Evaluasi Kesesuaian Lahan Kualitatif dan Kuantitatif Pertanaman Jagung (Zea mays L.) di Laboratorium Lapang Terpadu Fakultas Pertanian Universitas Lampung'
"Determination of the falciparum malaria resistance to artemisinin-based combination therapies in Pesawaran, Lampung, Indonesia",2016,"Authors : N Irawati, B Kurniawan, JF Suwandi, H Hasmiwati, DH Tjong, M Kenedi","Asian Journal of Epidemiology 10 (1), 19-25, 2016",9 cited,"https://scholar.google.com/scholar?q=+intitle:'Determination of the falciparum malaria resistance to artemisinin-based combination therapies in Pesawaran, Lampung, Indonesia'"
Paparan Prenatal Valproat dan Autism Spectrum Disorder (ASD) pada Anak,2016,"Authors : F Lubis, JF Suwandi","MAJORITY 5 (3), 2016",10 cited,https://scholar.google.com/scholar?q=+intitle:'Paparan Prenatal Valproat dan Autism Spectrum Disorder (ASD) pada Anak'
Tatalaksana Farmakologi Diabetes Melitus Tipe 2 pada Wanita Lansia dengan Kadar Gula Tidak Terkontrol,2016,"Authors : FD Marinda, JF Suwandi, A Karyus","MEDULA, medicalprofession journal of lampung university 5 (2), 2016",20 cited,https://scholar.google.com/scholar?q=+intitle:'Tatalaksana Farmakologi Diabetes Melitus Tipe 2 pada Wanita Lansia dengan Kadar Gula Tidak Terkontrol'
Studi pustaka khasiat daun sirsak (Annona muricata) dalam menurunkan nyeri pada pasien gout arthritis,2016,"Authors : R Irfa, JF Suwandi","MAJORITY 5 (3), 2016",6 cited,https://scholar.google.com/scholar?q=+intitle:'Studi pustaka khasiat daun sirsak (Annona muricata) dalam menurunkan nyeri pada pasien gout arthritis'
Studi Pustaka Kemampuan Metabolit Sekunder Flavonoid dari Batang Jarak China (Jatropha multifida L.) dalam Meningkatkan Kadar Trombosit Penderita DHF,2016,"Authors : JF Suwandi, I Yunidasari","Jurnal Majority 5 (3), 96-99, 2016",3 cited,https://scholar.google.com/scholar?q=+intitle:'Studi Pustaka Kemampuan Metabolit Sekunder Flavonoid dari Batang Jarak China (Jatropha multifida L.) dalam Meningkatkan Kadar Trombosit Penderita DHF'
Pemberian Terapi Ceftriakson terhadap Kadar Kalsium Urin,2016,"Authors : IR Pahlevi, JF Suwandi","MAJORITY 5 (3), 2016",1 cited,https://scholar.google.com/scholar?q=+intitle:'Pemberian Terapi Ceftriakson terhadap Kadar Kalsium Urin'
HUBUNGAN DRUG RELATED PROBLEMS (DRPs) KATEGORI DOSIS OBAT ANTI HIPERTENSI DENGAN KONDISI TEKANAN DARAH DI POLIKLINIK PENYAKIT DALAM RSUD JENDRAL AHMAD YANI METRO 2014,2016,"Authors : CPP Pandiangan, N Carolia, JF Suwandi","FAKULTAS KEDOKTERAN UNILA, 2016",11 cited,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN DRUG RELATED PROBLEMS (DRPs) KATEGORI DOSIS OBAT ANTI HIPERTENSI DENGAN KONDISI TEKANAN DARAH DI POLIKLINIK PENYAKIT DALAM RSUD JENDRAL AHMAD YANI METRO 2014'
Studi Pustaka Kemampuan Metabolit Sekunder Flavonoid dari Batang Jarak China (Jatropha multifida L.) dalam Meningkatkan Kadar Trombosit Penderita,2016,"Authors : I Yunidasari, JF Suwandi","MAJORITY 5 (3), 2016",4 cited,https://scholar.google.com/scholar?q=+intitle:'Studi Pustaka Kemampuan Metabolit Sekunder Flavonoid dari Batang Jarak China (Jatropha multifida L.) dalam Meningkatkan Kadar Trombosit Penderita'
ANALISIS PENGARUH KREATIVITAS IKLAN TERHADAP KEPUTUSAN PEMBELIAN KARTU SELULER AS DENGAN CELEBRITY ENDORSER SEBAGAI VARIAB...,2016,"Authors : E Andayani, R Triastity, E Widajanti",Ekonomi dan Kewirausahaan 16 (1),0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS PENGARUH KREATIVITAS IKLAN TERHADAP KEPUTUSAN PEMBELIAN KARTU SELULER AS DENGAN CELEBRITY ENDORSER SEBAGAI VARIAB...'
Pembelajaran Tentang Persentase dengan Baterai Handphone di Kelas V SD Negeri 119 Palembang,2016,"Authors : C Rahayu, RII Putri","Jurnal Pendidikan 17 (1), 45-54, 2016",9 cited,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran Tentang Persentase dengan Baterai Handphone di Kelas V SD Negeri 119 Palembang'
Keterbukaan diri dalam komunikasi antar teman sebaya: studi deskriptif pada Siswa-siswi kelas XI di SMA Pangudi Luhur Sedayu tahun ajaran 2016/2017 dan implikasinya terhadap …,2016,"Authors : K Rani, C Rahayu",Sanata Dharma University,0 cited,https://scholar.google.com/scholar?q=+intitle:'Keterbukaan diri dalam komunikasi antar teman sebaya: studi deskriptif pada Siswa-siswi kelas XI di SMA Pangudi Luhur Sedayu tahun ajaran 2016/2017 dan implikasinya terhadap …'
IbM Kelompok Usaha Bersama (KUB) Olahan Ikan Kelurahan Kangkung Kecamatan Bumi Waras Kota Bandar Lampung,2016,"Authors : MI Affandi, L Marlina, S Astuti",,0 cited,https://scholar.google.com/scholar?q=+intitle:'IbM Kelompok Usaha Bersama (KUB) Olahan Ikan Kelurahan Kangkung Kecamatan Bumi Waras Kota Bandar Lampung'
ANALISIS BIAYA IMBANGAN DAN POTENSI PENDAPATAN USAHATANI PADI DI KECAMATAN PUNGGUR KABUPATEN LAMPUNG TENGAH Analysis of Opportunity Cost and The Income Potency of Paddy Farming …,2016,"Authors : T Agustam, B Arifin, L Marlina",Jurnal Ilmu-Ilmu Agribisnis 4 (4),0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS BIAYA IMBANGAN DAN POTENSI PENDAPATAN USAHATANI PADI DI KECAMATAN PUNGGUR KABUPATEN LAMPUNG TENGAH Analysis of Opportunity Cost and The Income Potency of Paddy Farming …'
Analisis Biaya Imbangan dan Potensi Pendapatan Usahatani Padi di Kecamatan Punggur Kabupaten Lampung Tengah,2016,Authors : T Agustam,"FAKULTAS PERTANIAN, 2016",4 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Biaya Imbangan dan Potensi Pendapatan Usahatani Padi di Kecamatan Punggur Kabupaten Lampung Tengah'
HANDLING MODEL MESIN TIGA DIMENSI DENGAN MICROSOFT KINECT UNTUK PEMBELAJARAN DASAR MESIN,2016,"Authors : M Murhadi, R Ferdiana, R Hartanto","Prosiding SENTRA (Seminar Teknologi dan Rekayasa), 138-146, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'HANDLING MODEL MESIN TIGA DIMENSI DENGAN MICROSOFT KINECT UNTUK PEMBELAJARAN DASAR MESIN'
WAKTU REAKSI ETANOLISIS PADA SUHU RUANG TERHADAP RENDEMEN DAN STABILITAS EMULSI PRODUK ETANOLISIS Palm Kernel Oil (PKO),2016,"Authors : J Yunggo, Murhadi, S Hidayati","Jurnal Teknologi Industri & Hasil Pertanian 21 (2), 97-106, 2016",4 cited,https://scholar.google.com/scholar?q=+intitle:'WAKTU REAKSI ETANOLISIS PADA SUHU RUANG TERHADAP RENDEMEN DAN STABILITAS EMULSI PRODUK ETANOLISIS Palm Kernel Oil (PKO)'
Identification of Listeria monocytogenes on Green Mussels and Cockle Shell,2016,"Authors : WP Rahayu, R Rinanti, S Nurjanah, CC Nurwitri","Jurnal Pengolahan Hasil Perikanan Indonesia 19 (3), 329-338, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Identification of Listeria monocytogenes on Green Mussels and Cockle Shell'
Identification of Listeria monocytogenes on Green Mussels (Perna viridis) and Cockle Shell (Anadara granosa),2016,"Authors : WP Rahayu, R Riniati, S Nurjanah, CC Nurwitri","Jurnal Pengolahan Hasil Perikanan Indonesia 19 (3), 329-338, 2016",1 cited,https://scholar.google.com/scholar?q=+intitle:'Identification of Listeria monocytogenes on Green Mussels (Perna viridis) and Cockle Shell (Anadara granosa)'
Identification of Listeria spp. in fish-based snack in Bogor.,2016,"Authors : E Yuswita, S Nurjanah, WP Rahayu",,0 cited,https://scholar.google.com/scholar?q=+intitle:'Identification of Listeria spp. in fish-based snack in Bogor.'
Performance Description Of Counselor Family Planning In The Implementation Family Planning Program In Demak District,2016,"Authors : S Istiana, S Nurjanah","PROSIDING SEMINAR NASIONAL & INTERNASIONAL, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Performance Description Of Counselor Family Planning In The Implementation Family Planning Program In Demak District'
PENGARUH METODE PROBLEM SOLVING TERHADAP HASIL BELAJAR SISWA KELAS XI MIA MAN REJOTANGAN PADA MATERI ATURAN PENCACAHAN,2016,Authors : S NURJANAH,"IAIN Tulungagung, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH METODE PROBLEM SOLVING TERHADAP HASIL BELAJAR SISWA KELAS XI MIA MAN REJOTANGAN PADA MATERI ATURAN PENCACAHAN'
"Pengaruh psikokuratif terhadap kecemasan, lama persalinan, dan keberhasilan inisiasi menyusu dini",2016,Authors : S Nurjanah,"UNS (Sebelas Maret University), 2016",0 cited,"https://scholar.google.com/scholar?q=+intitle:'Pengaruh psikokuratif terhadap kecemasan, lama persalinan, dan keberhasilan inisiasi menyusu dini'"
PENGGUNAAN METODE CURAH GAGASAN BERMEDIA FILM PENDEK UNTUK MENINGKATKAN KEMAMPUAN MENULIS TEKS ULASAN: Penelitian Tindakan Kelas terhadap Siswa Kelas VIII-C SMP Negeri 1 …,2016,Authors : S Nurjanah,"Universitas Pendidikan Indonesia, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGGUNAAN METODE CURAH GAGASAN BERMEDIA FILM PENDEK UNTUK MENINGKATKAN KEMAMPUAN MENULIS TEKS ULASAN: Penelitian Tindakan Kelas terhadap Siswa Kelas VIII-C SMP Negeri 1 …'
MELALUI MODEL BELAJAR KOOPERATIF MENINGKATKAN PRESTASI BELAJAR PENDIDIKAN AGAMA ISLAM MATERI IMAN KEPADA QADHA DAN QADHAR PADA SISWA KELAS VI SD NEGERI 1 KAMULAN KECAMATAN …,2016,Authors : S Nurjanah,"Jurnal Pendidikan PROFESIONAL 5 (1), 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'MELALUI MODEL BELAJAR KOOPERATIF MENINGKATKAN PRESTASI BELAJAR PENDIDIKAN AGAMA ISLAM MATERI IMAN KEPADA QADHA DAN QADHAR PADA SISWA KELAS VI SD NEGERI 1 KAMULAN KECAMATAN …'
PERANCANGAN SISTEM INFORMASI KEARSIPAN DI SMK NEGERI 1 DEPOK SLEMAN,2016,Authors : S Nurjanah,"Universitas AMIKOM Yogyakarta, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PERANCANGAN SISTEM INFORMASI KEARSIPAN DI SMK NEGERI 1 DEPOK SLEMAN'
PERBEDAAN PENGGUNAAN STIMULASI TERHADAP KEMAMPUAN BERJALAN ANAK USIA 12-18 BULAN DI POSYANDU ANGGREK RT 06 RW 08 DUKUH KUPANG BARAT 1 KOTA SURABAYA,2016,"Authors : DC Palupi, S Nurjanah","UNKNOWN, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PERBEDAAN PENGGUNAAN STIMULASI TERHADAP KEMAMPUAN BERJALAN ANAK USIA 12-18 BULAN DI POSYANDU ANGGREK RT 06 RW 08 DUKUH KUPANG BARAT 1 KOTA SURABAYA'
HUBUNGAN PENGEMBANGAN SUMBER DAYA MANUSIA DENGAN KINERJA GURU DI MADRASAH ALIYAH PATRA MANDIRI PLAJU PALEMBANG,2016,Authors : S NURJANAH,"UIN RADEN FATAH PALEMBANG, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN PENGEMBANGAN SUMBER DAYA MANUSIA DENGAN KINERJA GURU DI MADRASAH ALIYAH PATRA MANDIRI PLAJU PALEMBANG'
Pengembangan Modul Pembelajaran Kima SMA/Ma Berbasis Inkuiri Terbimbing Pada Materi Pokok Hidrolis Garam,2016,"Authors : R Perdana, A Ashadi, S Yamtinah","Prossiding (online), 205-213, 2016",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Modul Pembelajaran Kima SMA/Ma Berbasis Inkuiri Terbimbing Pada Materi Pokok Hidrolis Garam'
PengaruhEpigallocatechin-3-Gallate (EGCG) pada Teh HijauTerhadap Acne vulgaris,2016,"Authors : R Oktaria, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (2), 101-105, 2016",8 cited,https://scholar.google.com/scholar?q=+intitle:'PengaruhEpigallocatechin-3-Gallate (EGCG) pada Teh HijauTerhadap Acne vulgaris'
Ekstrak etanol herba sambiloto (Andrographis paniculata) sebagai antidiabetik terhadap mencit wistar terinduksi aloksan,2016,"Authors : MD Paramitha, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (5), 75-79, 2016",15 cited,https://scholar.google.com/scholar?q=+intitle:'Ekstrak etanol herba sambiloto (Andrographis paniculata) sebagai antidiabetik terhadap mencit wistar terinduksi aloksan'
Pengaruh paparan herbisida paraquat terhadap kadar ureum kreatinin pada pria usia 54 tahun,2016,"Authors : WF Aryana, R Kriswiastiny, S Rahmanisa, S Syahrar","Medical Profession Journal Of Lampung [MEDULA] 6 (1), 177-179, 2016",5 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh paparan herbisida paraquat terhadap kadar ureum kreatinin pada pria usia 54 tahun'
Intervensi untuk Mencegah Tuberkulosis Resisten Obat,2016,"Authors : FM Ikrom, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (4), 65-70, 2016",4 cited,https://scholar.google.com/scholar?q=+intitle:'Intervensi untuk Mencegah Tuberkulosis Resisten Obat'
Pengaruh musik klasik dalam mengurangi tingkat kekambuhan penderita skizofrenia di Rumah,2016,"Authors : DMW Purnama, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (4), 50-54, 2016",11 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh musik klasik dalam mengurangi tingkat kekambuhan penderita skizofrenia di Rumah'
Diabetes Melitus Maternal sebagai Faktor Risiko Skizofrenia pada Anak,2016,"Authors : R Pamanggih, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (4), 142-148, 2016",2 cited,https://scholar.google.com/scholar?q=+intitle:'Diabetes Melitus Maternal sebagai Faktor Risiko Skizofrenia pada Anak'
Pengaruh enzim bromelin buah nanas (ananas comosusl.) terhadap awal kehamilan,2016,"Authors : I Silaban, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (4), 80-85, 2016",57 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh enzim bromelin buah nanas (ananas comosusl.) terhadap awal kehamilan'
Nanopartikel perak sebagai penatalaksanaan penyakit infeksi saluran kemih,2016,"Authors : A Sirajudin, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (4), 1-5, 2016",26 cited,https://scholar.google.com/scholar?q=+intitle:'Nanopartikel perak sebagai penatalaksanaan penyakit infeksi saluran kemih'
Pengaruh ekstrak teh hijau terhadap penurunan berat badan pada remaja,2016,"Authors : R Wulandari, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (2), 106-111, 2016",36 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh ekstrak teh hijau terhadap penurunan berat badan pada remaja'
Efektivitas ekstraksi alkaloid dan sterol daun katuk (Sauropus androgynus) terhadap produksi ASI,2016,"Authors : TA Nova, S Rahmanisa","Medical Journal of Lampung University [MAJORITY] 5 (1), 117-121, 2016",71 cited,https://scholar.google.com/scholar?q=+intitle:'Efektivitas ekstraksi alkaloid dan sterol daun katuk (Sauropus androgynus) terhadap produksi ASI'
Uji Efektivitas Belimbing Wuluh (Averhoa belimbi L.) sebagai Pengobatan Diabetes Mellitus,2016,"Authors : R Soraya, H Natasya, K Evi","Majority 5 (2), 32-36, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Uji Efektivitas Belimbing Wuluh (Averhoa belimbi L.) sebagai Pengobatan Diabetes Mellitus'
PengaruhProtektifdanKuratifPemberianSuplemenJusBuahNagaPutih (Hylocereusundatus) terhadapHistologiTubulus SeminiferusTikusPutih (Rattusnorvegicus …,2016,"Authors : DW Hutama, S Sutyarso, H Busman, S Rahmanisa","J Agromedicine Unila 3 (1), 19-25, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PengaruhProtektifdanKuratifPemberianSuplemenJusBuahNagaPutih (Hylocereusundatus) terhadapHistologiTubulus SeminiferusTikusPutih (Rattusnorvegicus …'
EFEK PROTEKTIF PEMBERIAN KOMBINASI ZINC DAN TOMAT (Solanum lycopersicum L) TERHADAP HISTOLOGI HEPAR TIKUS PUTIH (Rattus norvegicus) GALUR Sprague dawley AKIBAT STRES YANG …,2016,Authors : R Soraya,,0 cited,https://scholar.google.com/scholar?q=+intitle:'EFEK PROTEKTIF PEMBERIAN KOMBINASI ZINC DAN TOMAT (Solanum lycopersicum L) TERHADAP HISTOLOGI HEPAR TIKUS PUTIH (Rattus norvegicus) GALUR Sprague dawley AKIBAT STRES YANG …'
Pengaruh Protektif dan Kuratif Pemberian Suplemen Jus Buah Naga Putih (Hylocereus undatus) terhadap Histologi Tubulus Seminiferus Tikus Putih (Rattus norvegicus) Dewasa Galur …,2016,Authors : DW Hutama,"fakultas Kedokteran, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Protektif dan Kuratif Pemberian Suplemen Jus Buah Naga Putih (Hylocereus undatus) terhadap Histologi Tubulus Seminiferus Tikus Putih (Rattus norvegicus) Dewasa Galur …'
Efektifitas Ekstrak Alkoloid dan Katuk Terhadap Produksi ASI,2016,Authors : S Rahmanisa,"Jurnal Kesehatan Holistik 5 (1), 77-86, 2016",10 cited,https://scholar.google.com/scholar?q=+intitle:'Efektifitas Ekstrak Alkoloid dan Katuk Terhadap Produksi ASI'
Hubungan derajat diferensiasi histopatologik dengan rekurensi kanker payudara di Rumah Sakit Umum Abdul Moeloek Bandar Lampung,2016,Authors : R AGUSTINA,"Fakultas Kedokteran, 2016",11 cited,https://scholar.google.com/scholar?q=+intitle:'Hubungan derajat diferensiasi histopatologik dengan rekurensi kanker payudara di Rumah Sakit Umum Abdul Moeloek Bandar Lampung'
Pengaruh Karbon Hitam terhadap Sifat Uji Tarik Komposit Karet Alam dengan Pencampuran Metode Manual,2016,Authors : FA Saputra,"UNIVERSITAS LAMPUNG, 2016",5 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Karbon Hitam terhadap Sifat Uji Tarik Komposit Karet Alam dengan Pencampuran Metode Manual'
"A Study Of The Association Between Selenium And Cardiovascular Disease In Lampung, Indonesia",2016,"Authors : IF Rivai, A Setiawan, R Abdulah, K Kobayashi, C Yamazaki, S Kameo, ...","Southeast Asian Journal of Tropical Medicine and Public Health 47 (2), 299, 2016",7 cited,"https://scholar.google.com/scholar?q=+intitle:'A Study Of The Association Between Selenium And Cardiovascular Disease In Lampung, Indonesia'"
Model evaluasi program bimbingan dan konseling komprehensif di sekolah menengah pertama,2016,"Authors : A Nugraha, S Suwarjo","Jurnal Bimbingan Konseling 5 (1), 23-28, 2016",9 cited,https://scholar.google.com/scholar?q=+intitle:'Model evaluasi program bimbingan dan konseling komprehensif di sekolah menengah pertama'
PENGARUH MODEL KOOPERATIF TIPE NHT TERHADAP HASIL BELAJAR IPS,2016,"Authors : D Utari, S Suwarjo, A Ambarita",Jurnal Pedagogi 4 (8),0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MODEL KOOPERATIF TIPE NHT TERHADAP HASIL BELAJAR IPS'
Pengaruh Metode Jarimatika Terhadap Hasil Belajar Matematika Siswa SD,2016,"Authors : BS Rahmatullah, S Suwarjo, SR Sofiani","Pedagogi: Jurnal Pendidikan Dasar 4 (6), 2016",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Metode Jarimatika Terhadap Hasil Belajar Matematika Siswa SD'
PENERAPAN NHT DENGAN MEDIA GAMBAR UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR IPS,2016,"Authors : M Safitri, M Mugiadi, S Suwarjo","Pedagogi: Jurnal Pendidikan Dasar 4 (4), 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN NHT DENGAN MEDIA GAMBAR UNTUK MENINGKATKAN AKTIVITAS DAN HASIL BELAJAR IPS'
PENGARUH TIPE INDEX CARD MATCH TERHADAP HASIL BELAJAR PKn SISWA SD,2016,"Authors : B Widayat, S Suwarjo, SR Sofiani","Pedagogi: Jurnal Pendidikan Dasar 4 (3), 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH TIPE INDEX CARD MATCH TERHADAP HASIL BELAJAR PKn SISWA SD'
Pengembangan video pembelajaran untuk meningkatkan motivasi dan hasil belajar kognitif siswa kelas IV SD,2016,"Authors : T Suryansah, S Suwarjo","Jurnal Prima Edukasia 4 (2), 209-221, 2016",140 cited,https://scholar.google.com/scholar?q=+intitle:'Pengembangan video pembelajaran untuk meningkatkan motivasi dan hasil belajar kognitif siswa kelas IV SD'
The Flexiforce Sensor as a Measurement of Rainfall Using an Analog Principle,2016,"Authors : W Warsito, GA Pauzi, A H Ulum",,0 cited,https://scholar.google.com/scholar?q=+intitle:'The Flexiforce Sensor as a Measurement of Rainfall Using an Analog Principle'
PENGEMBANGAN TEKNOLOGI ROBOTIK DALAM MENINGKATKAN EFESIENSI PROSES PRODUKSI UKM INDONESIA UNTUK MENINGKATKAN DAYA SAING ERA MEA,2016,Authors : W Warsito,,0 cited,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN TEKNOLOGI ROBOTIK DALAM MENINGKATKAN EFESIENSI PROSES PRODUKSI UKM INDONESIA UNTUK MENINGKATKAN DAYA SAING ERA MEA'
Warsito. Analisis Uji Karakteristik Elektrik Air Laut sebagai Sumber Energi Listrik Terbarukan,2016,"Authors : GA Pauzi, E Hudaya, A Supriyyanto",Proseding SN SMIAP. Universitas Lampung,2 cited,https://scholar.google.com/scholar?q=+intitle:'Warsito. Analisis Uji Karakteristik Elektrik Air Laut sebagai Sumber Energi Listrik Terbarukan'
Perancangan Alat Deteksi Pola Perambatan Suara dengan Metode Multi Titik Menggunakan Komunikasi Protokol TCP/IP WIZ110SR Studi Kasus: Ruangan Ibadah Masjid Al Wasi’i …,2016,"Authors : GA Pauzi, A Supriyanto, W Warsito","Jurnal Teori dan Aplikasi Fisika 4 (1), 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Perancangan Alat Deteksi Pola Perambatan Suara dengan Metode Multi Titik Menggunakan Komunikasi Protokol TCP/IP WIZ110SR Studi Kasus: Ruangan Ibadah Masjid Al Wasi’i …'
"Warsito, â€ œAnalisis Uji Karakteristik Elektrik Air Laut sebagai Sumber Energi Listrik Terbarukanâ€",2016,"Authors : GA Pauzi, E Hudaya, A Supriyanto","Proseding SN SMIAP, 2016",2 cited,"https://scholar.google.com/scholar?q=+intitle:'Warsito, â€ œAnalisis Uji Karakteristik Elektrik Air Laut sebagai Sumber Energi Listrik Terbarukanâ€'"
Rancang Bangun Sistem Telemetri Pengukuran Suhu dan Kelembaban Udara Menggunakan Sensor SHT11 dengan Memanfaatkan RF APC220,2016,"Authors : S Wahyuni, GA Pauzi, W Warsito","Jurnal Teori dan Aplikasi Fisika, 2016",0 cited,https://scholar.google.com/scholar?q=+intitle:'Rancang Bangun Sistem Telemetri Pengukuran Suhu dan Kelembaban Udara Menggunakan Sensor SHT11 dengan Memanfaatkan RF APC220'
Sistem Pengukuran Suhu Tanah Menggunakan Sensor DS18B20 dan Perhitungan Resistivitas Tanah Menggunakan Metode Geolistrik Resistivitas Konfigurasi Wenner,2016,"Authors : DV Sari, A Surtono, W Warsito","Jurnal Teori dan Aplikasi Fisika, 2016",15 cited,https://scholar.google.com/scholar?q=+intitle:'Sistem Pengukuran Suhu Tanah Menggunakan Sensor DS18B20 dan Perhitungan Resistivitas Tanah Menggunakan Metode Geolistrik Resistivitas Konfigurasi Wenner'
